song_id,artist,title,lyrics,emotion
303,Post Malone,Wow,"
Hunnid bands in my pocket, it's on me

Hunnid deep when I roll like the army

Get more bottles, these bottles are lonely

It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)

Hunnid bands in my pocket, it's on me (On me)

Yeah, your grandmama probably know me (Know me)

Get more bottles, these bottles are lonely

It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)


Everywhere I go (Hey)

Catch me on the block like I'm Mutumbo (Wow)

750 Lambo in the Utah snow (Skrrt)

Trunk in the front like the shit don't bore ya

Cut the roof off like a nip-tuck

Pull up to the house with some big bucks

Turn the kitchen counter to a strip-club (Yeah, wow)

Me and Dre came for the...

When I got guap, all of y'all disappeared (Wow)

Before I dropped Stoney none of y'all really cared (Cared)

Now they always say, ""Congratulations,"" to the kid (Kid)

And this is not a 40, but I'm pourin' out this shit (Yeah)

Used to have a lot, but I got more now (Yup)

Made another hit 'cause I got bored now (Yup)

Always go for it, never punt fourth down

Last call, Hail Mary, Prescott touchdown, ayy",
306,Khalid,Talk,"
Yeah, started off right

I can see it in your eyes

I can tell that you're wantin' more

What's been on your mind?

There's no reason we should hide

Tell me somethin' I ain't heard before


Oh, I've been dreamin' 'bout it

And it's you I'm on

So stop thinkin' 'bout it",
307,Travis Scott,Sicko Mode,"Astro, yeah
Sun is down, freezin' cold
That's how we already know winter's here
My dawg would prolly do it for a Louis belt
That's just all he know, he don't know nothin' else

I tried to show 'em, yeah

I tried to show 'em, yeah, yeah

Yeah, yeah, yeah

Gone on you with the pick and roll

Young LaFlame, he in sicko mode





Woo, made this here with all the ice on in the booth

At the gate outside, when they pull up, they get me loose

Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes

This shit way too big, when we pull up give me the loot (gimme the loot!)

Was off the Remy, had to Papoose

Had to hit my old town to duck the news

Two-four hour on lockdown, we made no moves

Now it's 4AM and I'm back up poppin' with the crew

I just landed in, Chase B mixes pop like Jamba Juice

Different colored chains, think my jeweler really sellin' fruits

And they chokin', man, know the crackers wish it was a noose



Some-some-some, someone said

To win the retreat, we all in too deep

Playin' for keeps, don't play us for weak (Someone said)

To win the retreat, we all in too deep

P-p-playin' for keeps, don't play us for weak



This shit way too formal, y'all know I don't follow suit

Stacy Dash, most these of girls ain't got a clue

All of these hoes I made off records I produced

I might take all my exes and put 'em all in a group

Hit my eses, I need the booch

'Bout to turn this function to Bonnaroo

Told her ""hop in, you comin' too""

In the 305, bitches treat me like I'm Uncle Luke (don't stop, pop that pussy)

Had to slop the top off, it's just a roof

She said ""where we goin'?"" I said ""the moon""

We ain't even make it to the room

She thought it was the ocean, it's just the pool

Now I got her open, it's just the Goose

Who put this shit together? I'm the glue

(Someone said)

Shorty FaceTimed me out the blue



(Someone said)

To win the retreat, we all in too deep

Playin' for keeps, don't play us for weak (Someone said)

To win the retreat, we all in too deep

Playin' for keeps, don't play us for weak





Yeah

Astro

Yeah, yeah

Tay Keith, fuck these niggas up

Ay, ay



She's in love with who I am

Back in high school, I used to bust it to the dance (yeah)

Now I hit that epioo with duffles in my hands

I did half a Xan, thirteen hours 'til I land

Had me out like a light, ayy, yeah

Like a light, ayy, yeah

Like a light, ayy



Slept through the flight, ayy

Knocked for the night, ayy, 767, man

This shit got double bedroom, man

I still got scores to settle, man

I crept down the block (down the block)

Made a right (yeah, right)

Cut the lights (yeah, what?)

Paid the price (yeah)

Niggas think it's sweet (nah, nah)

It's on sight (yeah, what?)

Nothin' nice (yeah), baguettes in my ice (aww, man)

Jesus Christ (yeah), checks over stripes (yeah)

That's what I like (yeah), that's what we like (yeah)

Lost my respect, you not a threat

When I shoot my shot, that shit wetty like I'm Sheck (bitch!)

See the shots that I took (ayy), wet like I'm Book (ayy)

Wet like I'm Lindsey, I be spending Folie's

Circle blocks 'til I'm dizzy (yeah, what?)

Like where is he? (Yeah, what?)

No one seen him (yeah, yeah)

I'm tryna clean 'em (yeah)



She's in love with who I am

Back in high school, I used to bust it to the dance

Now I hit the fbo with duffles in my hand (woo!)

I did half a Xan, thirteen hours 'til I land

Had me out like a light (like a light)

Like a light (like a light)

Like a light (yeah, like a light)

Like a light



Yeah, pass the dawgs in celly

Sendin' texts, ain't sendin' kites, yeah

He said ""keep that on lock""

I said ""you know this shit, its life, yeah

It's absolute (yeah)

I'm back reboot (it's lit!)

LaFerrari to Jamba juice, yeah (skrrt, skrrt)

We back on the road

They jumpin' off

No parachute, yeah

Shorty in the back

She said she workin' on her glutes, yeah (oh my God)

Ain't by the book (yeah)

This how it look (yeah)

'Bout a check (yeah)

Just check the foots (yeah)

Passes to my daughter

I'ma show her what it took (yeah)

Baby mama cover Forbes

Got these other bitches shook, yeah",
308,Jonas Brothers,Sucker,"
I'm a sucker for you

You say the word and I'll go anywhere blindly

I'm a sucker for you, yeah

Any road you take, you know that you'll find me

I am a sucker for all the subliminal things

No one knows about you (About you), about you (About you)

And you're making the typical me break my typical rules

It's true, I'm a sucker for you, yeah


Don't complicate it (Yeah)

'Cause I know you and you know everything about me

I can't remember (Yeah) all of the nights

I don't remember when you're 'round me (Oh, yeah, yeah)",
309,Panic! at the Disco,High Hopes,"
Mama said

Fulfill the prophecy

Be something greater

Go make a legacy

Manifest destiny

Back in the days

We wanted everything, wanted everything

Mama said

Burn your biographies

Rewrite your history

Light up your wildest dreams

Museum victories, everyday

We wanted everything, wanted everything


Mama said don't give up, it's a little complicated

All tied up, no more love and I'd hate to see you waiting",
311,Lizzo,Truth Hurts,"
Why men great 'til they gotta be great?

Don't text me, tell it straight to my face

Best friend sat me down in the salon chair

Shampoo press, get you out of my hair

Fresh photos with the bomb lighting

New man on the Minnesota Vikings

Truth hurts, needed something more exciting

Bom bom bi dom bi dum bum bay


You tried to break my heart?

Oh, that breaks my heart

That you thought you ever had it

No, you ain't from the start

Hey, I'm glad you're back with your bitch

I mean who would wanna hide this?

I will never, ever, ever, ever, ever be your side chick

I put the sing in single

Ain't worried 'bout a ring on my finger

So you can tell your friend, “shoot your shot” when you see 'em

It's OK, he already in my DMs",
312,Sam Smith,Dancing with a Stranger,"
Look what you made me do, I'm with somebody new

Ooh, baby, baby, I'm dancing with a stranger

Look what you made me do, I'm with somebody new

Ooh, baby, baby, I'm dancing with a stranger

Dancing with a stranger


I wasn't even going out tonight (Out tonight)

But, boy, I need to get you off of my mind (Off of my mind)

I know exactly what I have to do

I don't wanna be alone tonight, alone tonight, alone tonight",
313,Shawn Mendes,Señorita,"
Land in Miami

The air was hot from summer rain

Sweat dripping off me

Before I even knew her name la la la

It felt like oooh la la la

Yeah no


Sapphire moonlight

We danced for hours in the sand

Tequila sunrise

Her body fit right in my hands la la la

It felt like oooh la la la yeah",
314,Ed Sheeran,I Don't Care,"
Don't think I fit in at this party

Everyone's got so much to say (Yeah)

I always feel like I'm nobody, mmm

Who wants to fit in anyway?


'Cause I don't care when I'm with my baby, yeah

All the bad things disappear

And you're making me feel like maybe I am somebody

I can deal with the bad nights

When I'm with my baby, yeah

Ooh, ooh, ooh, ooh, ooh, ooh

'Cause I don't care as long as you just hold me near

You can take me anywhere

And you're making me feel like I'm loved by somebody

I can deal with the bad nights

When I'm with my baby, yeah

Ooh, ooh, ooh, ooh, ooh, ooh",
318,Khalid,Better,"
Nothing feels better than this

Nothing feels better

Nothing feels better than this

Nothing feels better, oh no

We don't gotta lie, this is what you like

I admit

Nothing feels better than this


You say that we're just friends but I swear when nobody's around

(You say that we're just friends but I swear when nobody's around)

You keep my hands around your neck, we connect, are you feeling it now?

(You keep my hands around your neck, we connect, are you feeling it now?)

'Cause I am

I got so high the other night, I swear to God, felt my feet leave the ground

(I got so high the other night, I swear to God I felt my feet lift the ground)

Ooh, yeah

Your back against the wall this is all you've been talking about

In my ears",
319,Chris Brown,No Guidance,"
You got it, girl, you got it (Ayy)

You got it, girl, you got it


Lil' baby in her bag, in her Birkin

No nine to five, put the work in

Flaws and all, I love 'em all, to me, you're perfect

Baby girl, you got it, girl, you got it, girl (Oh-oh)

You got it, girl, you got it, girl (Ooh)",
320,Maroon 5,Girls Like You,"
'Cause girls like you run 'round with guys like me

'Til sun down when I come through

I need a girl like you, yeah yeah

Girls like you love fun, and yeah, me too

What I want when I come through

I need a girl like you, yeah yeah


Yeah yeah yeah, yeah yeah yeah

I need a girl like you, yeah yeah

Yeah yeah yeah, yeah yeah yeah

I need a girl like you",
321,Ava Max,Sweet but Psycho,"
She'll make you curse, but she a blessing

She'll rip your shirt within a second

You'll be coming back, back for seconds

With your plate, you just can't help it


No, no, you'll play along

Let her lead you on, on, on

You'll be saying, ""No, no""

Then saying, ""Yes, yes, yes

'Cause she messin' with your head",
322,DaBaby,Suge,"
The first nigga play, I'ma body a nigga (Ha)

I just checked my balance

I'll probably pull up to your hood and come buy me a nigga (No cap)

You know that your ho told you that nigga crazy

Don't think that she lied to you, nigga (Bitch)

Get caught with your ho when I'm poppin' 'em both

Now they high just like Bobby and Whitney (Haa)

Say I'm the goat, act like I don't know

But fuck it, I'm obviously winnin'

Don't make me go hit the bank and take out a hundred

To show you our pockets are different (Ha)

I'm out with your bitch and I only want knowledge

She got a lil' mileage, I'm chillin' (Uh)

You disrespect me and I'll beat your ass up

All in front of your potnas and children (Ahh, ahh)

I'm the type to let a nigga think that I'm broke

Until I pop out with a million (I pop)

Take 20K and put that on your head

And make one of your potnas come kill you (Yeah)

Say he fuckin' with me then he gotta grow up

'Cause this nigga gotta be kiddin' (Kiddin')

This shit, it can't fit in my pocket

I got it, like I hit the lottery, nigga (Hot, hot, hot)

Opp, I'll slap the shit out a nigga

No talkin', I don't like to argue with niggas (I don't)

Ain't gon' be no more laughin'

You see me whip out guns, I'm gon' shot me a nigga (No cap)

I don't follow no bitches on IG

But all of your bitches, they follow a nigga (Ha)

And that lil' nigga ain't gon' shoot shit with that gun

He just pull it out in his pictures (Bitch, uh)


Hah

Pack in the mail, it's gone (Uh)

She like how I smell, cologne (Yeah)

I just signed a deal, I'm on

Yeah, yeah

I go where I want

Good, good

Play if you want, let's do it (Ha)

I'm a young CEO, Suge (Yeah)

Yeah, yeah

Hah

Pack in the mail, it's gone (Uh)

She like how I smell, cologne (Yeah)

I just signed a deal, I'm on

Yeah, yeah

I go where I want

Good, good

Play if you want, let's do it (Ha)

I'm a young CEO, Suge (Yeah)

Yeah, yeah",
